%ename 
%prompt ?
%selkey 1234567890
%dupsel 10
%keyname begin
uauy 半工半读
uaw 瘩
uawa 奠基仪式
uawf 总工会
uawk 瘩
uawt 冻伤
uaww 奠基人
uaxf 冻结
uaxn 新世纪
uayg 并请
uayn 并肩
ub 闻
ubbg 逆耳
ubd 闻
ubff 普降喜雨
ubfj 兼职教师
ubfn 闻声
ubfu 逆境
ubgf 普降瑞雪
ubif 疗法
ubiy 逆流
ubk 疗
ubk 疖
ublf 逆转
ublt 凝聚力
ubou 塑料
ubpq 立陶宛
ubpy 美联社
ubq 瘾
ubqk 闻名
ubqn 瘾
ubt 逆
ubte 朔
ubtf 塑
ubtf 塑造
ubtg 癃
ubtk 疗程
ubtp 逆
ubts 槊
ubud 逆差
ubud 疗养
ubuq 疗效
ubvy 部队建设
ubwd 新阶段
ubwq 塑像
ubwy 新陈代谢
ubyn 闻讯
ubyx 产出率
uc 冯
uca 痉
ucaa 竣工
ucad 痛苦
ucaf 普通劳动者
ucah 交通工具
ucai 闯荡
ucca 闯劲
ucd 闯
ucdg 痛感
ucdy 美观大方
uce 痛
ucek 痛
uceu 衮
ucfi 旁观者清
ucfj 闯进
ucfl 交通运输
ucfm 痛击
ucfv 普通老百姓
ucfy 普通教育
ucg 冯
ucgd 交通事故
ucgo 痛恶
ucif 交通法规
uck 冶
uckg 冶
uckk 痛哭
uclq 瘫软
ucmm 交通岗
ucna 痛惜
ucnn 痛快
ucnt 痛悔
ucnv 痛恨
ucny 痛心
ucoa 冶炼
ucpw 交通安全
ucq 兖
ucqb 兖
ucqq 冶金
ucqt 交通银行
ucrs 痛打
ucrw 痛失
ucry 痛斥
ucss 痛楚
ucsu 交通要道
ucsx 交通枢纽
ucth 痛处
ucti 交叉科学
uctx 交通系统
ucty 闯入
ucud 闯关
ucuk 交通部
ucuq 瘫痪
ucuq 闯将
ucuu 瘙痒
ucuu 痛痒
ucuv 疤痕
ucux 背对背
ucv 疤
ucw 竣
ucwt 竣
ucww 普通人
ucwy 瘫
ucxa 冶练
ucxg 交通线
ucy 瘙
ucyj 瘙
ucyt 普通话
ucyu 总参谋部
ud 关
uda 差
udab 关节
udaf 差
udag 送葬
udag 凑巧
udai 着落
udav 关切
udb 郑
udbb 卷
udbf 着陆
udbh 羞耻
udbu 关联
udc 闳
udca 羟
udci 闳
udcq 养鸡
udct 羧
udd 闫
uddd 养大
uddf 羞辱
uddf 减压
uddm 头面
uddn 养成
uddp 兼而有之
uddy 状态
ude 豢
udec 减肥
udeu 豢
udey 头脑
udfd 羊城
udfh 送走
udfj 卷进
udfm 拳击
udfq 状元
udft 养老
udfy 准确无误
udg 减
udga 判刑
udga 减刑
udgc 送到
udgf 善于
udgi 送还
udgk 减速
udgq 养殖
udgt 减
udh 着
udhf 着
udhf 眷
udhh 关卡
udhh 头目
udhk 差点
udhk 善战
udhn 头颅
udhn 瘛
udhv 着眼
udi 头
udif 减法
udih 减小
udip 叛党
udiq 叛逃
udit 减少
udiv 羞涩
udiy 关注
udj 羊
udjd 痱
udje 判明
udjg 并非易事
udjh 判
udjn 阉
udjn 羯
udjv 关照
udkg 头号
udkh 差距
udkh 差遣
udkk 关口
udkl 差别
udkl 送别
udkl 判别
udkm 减员
udl 疬
udlc 减轻
udlg 叛国
udlk 送回
udlt 着力
udlv 疬
udm 羰
udma 卷曲
udmh 卷帙
udmo 羰
udmw 羊肉
udn 羞
udna 差异
udnb 羌
udnf 羞怯
udng 翔
udng 关怀
udnh 减收
udnj 减慢
udnr 羞愧
udnt 头发
udnt 眷属
udnv 疠
udnv 疣
udny 关心
udoa 送煤
udol 卷烟
udon 判断
udoo 着火
udop 着迷
udou 养料
udp 送
udpe 养家
udpf 卷宗
udpg 判定
udpg 誊写
udpi 闼
udpl 叛军
udpo 减灾
udpt 差额
udpu 着实
udpu 翔实
udpv 判案
udpy 送礼
udq 羝
udqa 差错
udqc 着色
udqg 鲞
udqk 减免
udqt 养猪
udqv 关键
udqv 着急
udqy 羝
udr 拳
udrc 叛
udrg 善后
udrg 养兵
udrj 拳
udrl 关押
udrn 送气
udrt 着手
udry 养护
uds 桊
udsd 头顶
udsg 总成本
udsh 着想
udsi 北大西洋
udsu 桊
udsx 北大西洋公约组织
udtd 叛乱
udtf 羊毛
udtf 送行
udtf 叛徒
udtg 着重
udtg 郑重
udth 判处
udth 头版
udtj 意大利
udtk 总面积
udtq 头衔
udtr 益寿延年
udts 头条
udtu 关税
udtu 减税
udtx 关系
udty 卷入
udty 送往
udu 关
udub 叛逆
udub 鄯
uduc 头痛
udud 拳头
udud 豢养
uduf 关闭
uduf 着装
uduf 减半
uduj 善意
uduj 着意
uduk 善
uduk 状况
udun 判决
uduq 送交
udut 减产
udut 头疼
uduy 着凉
udv 券
udvb 券
udve 减退
udvh 并非如此
udw 凑
udwa 新春佳节
udwc 羚
udwd 凑
udwg 差使
udwg 判例
udwg 凑合
udwq 减低
udwt 养伤
udwv 养分
udww 差价
udww 减价
udwx 送货
udwy 眷念
udxa 羊绒
udxe 减缓
udxf 头绪
udxg 总成绩
udxt 送终
udxu 减弱
udxw 送给
udy 状
udyb 叛离
udyc 养育
udyf 誊
udyj 养
udyo 叛变
udyo 眷恋
udyp 总而言之
udys 着魔
udyt 郑州
udyv 善良
udyx 准确率
ue 前
uead 前期
uebg 前卫
ueca 前驱
uedc 交朋友
uedj 前辈
uedm 前面
uedr 遂愿
uedw 前奏
uees 剪彩
uefa 剪裁
uefc 前去
uefj 前进
uefn 前场
ueft 前者
uefy 普及教育
ueg 疽
uega 普及型
uegd 疽
uego 前来
uegq 前列
uegq 煎熬
uehg 问及此事
uehk 立脚点
ueim 前沿
ueiq 前兆
ueis 头脑清醒
ueiu 羊肠小道
uej 前
uejj 前
uejn 翦
uejo 煎
uejv 剪
uejy 剪影
uek 痈
ueki 前哨
uelk 剪辑
uelp 前边
uelt 毅力
uem 毅
uemc 毅
uemq 道貌岸然
uenr 头脑发热
uep 遂
uepc 阌
uepi 遂
ueps 遂宁
ueqd 毅然
ueqt 前锋
ueqt 前夕
uerd 前排
uerg 前后
uerh 前年
uerj 前提
uerq 亲爱的
uetc 总服务台
uetd 前敌
uetk 前程
uetm 前身
uety 前往
ueud 前头
ueuh 前站
ueuj 遂意
ueut 半脱产
ueuy 前门
uevd 亲朋好友
uevn 剪刀
uewg 前例
uewr 装腔作势
uewt 前途
uewt 前任
ueww 前人
uewy 首脑会议
uexg 前线
uexq 剪纸
uey 瘃
ueyi 瘃
ueyw 前夜
ueyx 普及率
ueyy 前方
ueyy 前言
uf 半
ufag 六十七
ufaj 闭幕
ufaq 斗殴
ufaw 兰花
ufax 意志薄弱
ufbm 总支出
ufbp 养老院
ufc 阖
ufcl 阖
ufcm 壮观
ufdd 壮大
ufdd 凌厉
ufde 装有
ufdf 凌辱
ufdg 六十三
ufdn 六十万
ufee 半月
ufej 斗胆
ufej 壮胆
ufex 尊老爱幼
uff 兰
uffa 半截
uffa 装载
uffc 装运
uffd 闺
uffg 六十二
uffi 痔
uffn 斗志
uffn 壮志
uffs 壮志未酬
ufft 兰考
ufg 壮
ufga 装璜
ufgd 半天
ufgf 半球
ufgg 六十五
ufgk 装束
ufgm 壮丽
ufgq 壮烈
ufgy 总起来说
ufh 阗
ufhk 半点
ufhm 癫
ufhw 阗
ufia 装潢
ufig 冰雪消融
ufih 冲击波
ufis 北戴河
ufiw 壮举
ufjd 凌晨
ufjf 背地里
ufjr 斗志昂扬
ufk 斗
ufkh 半路
ufkh 闭路
ufkm 总动员
uflf 装置
uflg 装车
uflh 装甲
uflk 凌驾
uflp 半边
ufmf 闻过则喜
ufn 闱
ufnh 闱
ufni 痣
ufnk 半壁
ufov 半数
ufpf 闭塞
ufpg 斗室
ufpu 壮实
ufpw 凌空
ufqn 装饰
ufqq 养老金
ufqt 癫狂
ufqv 斗争
ufqy 半岛
ufrh 装卸
ufrh 壮年
ufrv 总趋势
ufrw 装扮
ufrx 前赴后继
ufsa 总规模
ufsf 首都机场
ufsg 装配
ufsm 装机
uft 闭
uftc 半径
uftd 斗智
uftd 凌乱
ufte 闺秀
uftg 卷土重来
uftl 装备
uftm 新动向
ufts 装箱
ufud 闭关
ufuf 壮志凌云
ufug 关起门来
ufui 壮阔
ufuu 癫痫
ufux 半无产阶级
ufuy 六十六
ufvf 半封建
ufvv 闺女
ufw 凌
ufwb 养老保险
ufwf 闭会
ufwg 闭合
ufwh 装修
ufwt 凌
ufwx 装货
ufxa 总教练
ufy 装
ufye 装
ufys 装订
ufyt 兰州
ufyt 壮族
ufyw 半夜
ufyx 背井离乡
ug 闰
ugaa 美工
ugaj 羡慕
ugal 病菌
ugao 道琼斯指数
ugbb 癞子
ugbp 病院
ugby 冷不防
ugce 决不能
ugcm 美观
ugcr 并不矛盾
ugd 闰
ugd 闩
ugdg 美感
ugdl 病历
ugdt 病故
ugdu 美
ugdw 疲于奔命
ugdy 病态
uge 靖
ugee 美貌
ugeg 靖
ugen 美不胜收
ugeq 决一胜负
ugfb 新天地
ugff 冰天雪地
ugfn 养殖场
ugfq 美元
uggf 立于不败之地
uggj 病理
uggm 美丽
uggq 病残
uggu 善恶不辨
uggx 病毒
ugh 症
ughd 决一雌雄
ughq 差一点儿
ugi 痞
ugia 美满
ugik 痞
ugim 端正党风
ugip 美学
ugis 美酒
ugiu 总政治部
ugiy 美洲
ugjg 决不是
ugjy 美景
ugk 辣
ugkd 痦
ugkf 美味
ugki 竦
ugkj 瘌
ugkm 病员
ugkm 癞
ugku 痘
ugl 盖
ugla 六一国际儿童节
ugld 病因
uglf 盖
uglg 美国
ugli 阑
uglk 头一回
uglw 决不罢休
ugm 病
ugmw 病
ugmy 普天同庆
ugn 恙
ugna 美展
ugnc 凄惨
ugnf 半殖民地
ugng 病情
ugnk 并不以此为满足
ugnl 首恶必办
ugnt 美发
ugnt 阑尾
ugnu 恙
ugo 羔
ugod 羹
ugof 病灶
ugog 痖
ugou 羔
ugpl 美军
ugpv 病案
ugpw 美容
ugq 冽
ugqa 六一儿童节
ugqd 病危
ugqi 总开销
ugqj 冽
ugqk 美名
ugqq 差不多
ugqy 前不久
ugrg 新形势下
ugrh 头一年
ugrr 病逝
ugrv 新形势
ugsh 辣椒
ugsj 病榻
ugss 美梦
ugss 凄楚
ugsv 病根
ugsy 美术
ugt 羲
ugtf 美德
ugtg 并不等于
ugtq 美称
ugtr 新事物
ugtt 羲
ugu 羡
uguc 病痛
ugud 症状
uguf 瘗
ugug 病症
uguj 盖章
uguq 头一次
uguw 羡
uguy 凄凉
ugv 姜
ugvb 美好
ugvf 姜
ugvi 美妙
ugvv 凄
ugvw 疾恶如仇
ugwa 新一代
ugwd 前一段
ugwe 站不住脚
ugwf 决不会
ugwg 病例
ugwg 病愈
ugwn 病假
ugwn 症侯
ugwu 前一段时间
ugww 病人
ugwx 美化
ugwy 美食
ugx 冱
ugxf 症结
ugxg 冱
ugxw 痍
ugy 癍
ugyc 美育
ugyg 癍
ugym 新开设
ugyn 病房
ugyo 病变
ugys 病床
ugys 病魔
ugyw 前政府
ugyy 美方
uh 站
uhap 疲劳
uhbw 站队
uhc 疲
uhci 疲
uhck 站台
uhd 阒
uhdi 阒
uhgd 前些天
uhgf 着眼于
uhh 癯
uhhk 着眼点
uhhy 癯
uhjw 前些时候
uhk 丫
uhkg 站
uhkk 养虎遗患
uhlq 疲软
uhmm 站岗
uhnt 前瞻性
uhpg 站定
uhqu 送旧迎新
uhsf 总目标
uht 夔
uhta 站长
uhtl 疲惫
uhtp 疲乏
uhtq 站稳
uhtr 首战告捷
uhtt 夔
uhuf 阔步前进
uhuu 站立
uhwr 新旧体制
uhwu 疲倦
uhwy 站住
uhx 疵
uhxv 疵
ui 冰
uiac 交流工作经验
uiau 首当其冲
uiay 资源共享
uibp 商学院
uide 并没有
uidp 资源丰富
uifq 冰雹
uifs 冰霜
uifv 冰雪
uify 普法教育
uigf 冰球
uigh 背水一战
uigu 新水平
uihk 交汇点
uii 痧
uiif 交流活动
uiis 冰河
uiit 痧
uijn 交流电
uikl 阔别
uikn 交流中心
uikt 冰川
uilp 美洲国家
uils 交流思想
uimm 冰山
uimq 新浪网
uiqf 北沟镇
uiqq 奖学金
uirn 阔气
uirq 前清后欠
uisa 冰柜
uit 阔
uitd 阔
uits 冰箱
uitt 逆水行舟
uiua 冰冻
uiuo 新兴产业
uiuw 冰冷
uiuy 冰凉
uiw 瘠
uiwe 瘠
uiwf 交流会
uiwt 交流信息
uixc 交流经验
uixh 阔绰
uiy 冰
uiym 新沂市
uiyt 资深望重
uiyw 立党为公
uj 间
ujaa 童工
ujab 章节
ujad 单项
ujai 单薄
ujak 间或
ujb 鄣
ujbg 间隔
ujbh 鄣
ujbi 间隙
ujd 间
ujde 竟有
ujdg 问题在于
ujdh 意在
ujdr 意愿
uje 彰
ujet 尊师爱生
ujf 音
ujfb 郸
ujfe 冁
ujff 童
ujfg 单干
ujfh 竟址
ujfi 竟未
ujfj 单
ujfm 闽南
ujfn 意志
ujfq 单元
ujfu 意境
ujg 疸
ujgd 疸
ujgg 单一
uji 闽
ujia 赣江
ujif 章法
ujj 章
ujja 效果显著
ujjd 阊
ujjg 问题是
ujjq 间歇
ujkf 意味
ujkf 韵味
ujkt 音响
ujl 瘟
ujld 瘟
ujln 意思
ujlt 意图
ujlt 竭力
ujlv 单轨
ujmm 韶山
ujmq 意见
ujn 意
ujnb 竟敢
ujnu 意
ujny 竭尽
ujny 童心
ujon 间断
ujou 意料
ujpb 单字
ujpd 病虫害
ujpg 阅览室
ujpt 交易额
ujpy 瘟神
ujq 竟
ujqb 竟
ujqd 竟然
ujqh 意外
ujqi 音乐
ujqn 竭
ujqt 单独
ujqu 韵
ujqw 歆
ujrf 单质
ujrh 童年
ujrn 单据
ujrn 意气
ujrs 单打
ujru 间接
ujsf 音标
ujsm 单机
ujt 赣
ujtf 单行
ujtk 章程
ujtk 单程
ujtm 赣
ujtm 意向
ujtm 单向
ujtn 戆
ujtv 韵律
ujtw 音符
ujud 韶关
ujuf 童装
ujug 瘟病
ujum 瘟疫
ujut 单产
ujv 韶
ujvk 韶
ujwa 新时代
ujwf 意会
ujwh 单个
ujwq 音像
ujws 单体
ujwt 间作
ujwu 单位
ujww 单价
ujww 单人
ujwy 意念
ujwy 音信
ujxg 单纯
ujxg 单线
ujya 间谍
ujyc 音译
ujyd 竭诚
ujyf 将遇良才
ujyk 意识
ujym 单调
ujym 音调
ujyn 单词
ujyn 音讯
ujyq 意义
ujyt 童话
ujyt 赣州
ujyy 单方
uk 部
ukaa 总工
ukai 部落
ukan 问世
ukaw 总共
ukb 部
ukbb 新路子
ukbh 部
ukbm 冲出
ukbp 半路出家
ukbw 部队
ukcd 总参
ukce 总能
ukd 问
ukdg 总厂
ukdh 冲破
ukdm 剖面
ukds 产品成本
ukeg 况且
ukey 问及
ukfa 总裁
ukfc 冲动
ukfd 冲垮
ukfh 冲走
ukfm 冲击
ukfw 辨别真假
ukg 瓿
ukgd 冲天
ukgf 立足于
ukgh 总政
ukgj 总理
ukgk 美中不足
ukgm 兑现
ukgm 冲刺
ukgn 瓿
ukgw 产品更新换代
ukh 冲
ukhh 冲
ukhi 总督
ukhk 立足点
ukic 商品流通
ukio 冲淡
ukit 冲洗
ukiv 问津
ukj 剖
ukjg 问题
ukjh 剖
ukjp 闭路电视
ukjt 总监
ukjv 总归
ukk 癌
ukkd 闾
ukkm 癌
ukkt 产品品种
ukld 问罪
uklf 部署
uklg 新中国
ukma 交响曲
ukmh 总帐
ukmj 总则
ukn 总
uknm 冲刷
uknn 总局
uknq 产品展销
uknt 部属
uknu 总
ukod 部类
ukoj 产品数量
ukov 总数
ukoy 商品粮
ukpf 竞赛
ukpp 总之
ukpt 总额
ukpw 冲突
ukpy 总社
ukq 况
ukqb 竞
ukqb 兑
ukqe 剖解
ukqi 交响乐
ukql 交响乐团
ukqn 况
ukqt 冲锋
ukqv 竞争
ukqw 产品销售
ukrf 竞技
ukrg 总后
ukrh 冲掉
ukrj 产品质量
ukrq 兑换
ukrt 总括
ukry 冷嘲热讽
uksc 产品检验
uksh 竞相
uksm 总机
uksr 剖析
ukta 部长
uktf 竞选
ukth 总算
uktk 总和
uktl 总务
uktq 总称
uktt 交口称赞
uktu 产品税
uktv 部委
uktw 问答
ukud 问卷
ukug 癌症
ukuh 总站
ukuk 总部
ukur 商品交换
ukut 总产
ukuw 商品交易会
ukux 亲兄弟
ukuy 部门
ukva 冲毁
ukvb 问好
ukwd 部优
ukwf 兑付
ukwf 总值
ukwh 问候
ukwr 部件
ukws 总体
ukwu 部位
ukwv 部分
ukwv 总分
ukww 总价
ukwx 商品化
ukwy 道听途说
ukxe 部级
ukxf 总结
ukxg 总路线
ukxi 商品经济
ukxm 总纲
ukxs 产品结构
ukxy 总统
ukyf 总计
ukyg 总评
ukyn 问讯
ukyt 部族
ukyw 总论
ukyx 商品率
ul 曾
ulaa 总罢工
ulat 兽医
ulaw 善罢甘休
ulbb 瘸子
uld 痼
uldd 痼
ulde 曾有
uldh 曾在
ulfh 新加坡
ulg 兽
ulgd 半边天
ulgj 痹
ulgk 兽
ulj 曾
uljf 曾
uljn 甑
ulk 闸
ulkd 痂
ulkw 瘸
ullg 装甲车
ulny 曾以
ulpj 前车之鉴
ulps 立国之本
ulqr 减轻负担
ulrj 前因后果
ulrs 前思后想
uls 阃
ulsh 新思想
ulsi 阃
ulth 交界处
ulux 美国总统
uluy 闸门
ulwt 曾任
ulx 瘰
ulxc 曾经
ulxi 瘰
ulyc 并驾齐驱
ulyl 曾为
ulyy 帝国主义
um 商
umal 疫苗
umbb 疯子
umbj 端阳
umc 疫
umci 疫
umdf 闻风而动
umdg 闻风而至
umdj 端
umef 憋脚
umet 商用
umf 凋
umfd 商城
umfk 凋
umfn 商场
umfw 凋零
umgd 前几天
umgh 端正
umhk 商战
umhk 端点
umi 敝
umia 弊
umig 鳖
umih 瞥
umih 蹩
umim 新风尚
umin 憋
umit 敝
umiw 商洽
umjg 商量
umk 疝
umkk 商品
umlw 商界
umm 瘿
ummq 瞥见
ummr 商贩
ummv 瘿
umng 商情
umng 疫情
umnj 并网发电
umog 商业
umpg 商定
umpy 商社
umq 疯
umqi 疯
umqt 疯狂
umqy 飒
umrg 商丘
umrh 前几年
umrn 憋气
umsf 商标
umsg 商酌
umsp 商榷
umsw 商检
umte 商船
umtf 端午
umti 意见簿
umtl 商务
umts 意见箱
umuc 疯瘫
umug 弊病
umum 弊端
umum 凋敝
umw 商
umwf 商会
umwj 曾几何时
umwk 商
umwv 端倪
umww 商人
umyf 商讨
umyf 端庄
umyh 商店
umyo 商谈
umyu 端详
umyy 商议
un 决
una 癜
unaa 首发式
unac 癜
unb 阚
unbm 决出
unbt 阚
undm 新局面
unet 决胜
unfn 问心无愧
ung 翊
ungi 决不
ungm 新发现
ungq 决裂
ungq 决死
ungr 首屈一指
unh 瘕
unhc 瘕
unhk 决战
uni 闷
unk 癖
unkk 决口
unku 癖
unlg 关心国家大事
unna 新发展
unnn 决心书
unny 决心
unon 决断
unpf 决赛
unpg 决定
unqd 决然
unqh 前怕狼后怕虎
unr 疡
unre 疡
unrn 闷气
unrv 闷热
untd 决心很大
untg 决策
unth 决算
unty 总收入
unty 净收入
unud 痛改前非
unuj 决意
unuu 痛心疾首
unvw 关心群众
unw 决
unwe 瘳
unwl 竭尽全力
unws 半导体
unwy 总司令
unxf 闹情绪
unyf 决计
unyn 总书记
unyw 新民主主义革命
unyy 决议
uo 普
uoae 塑料薄膜
uoaq 养精蓄锐
uoat 闪烁其辞
uoaw 产业革命
uoba 商业职工
uobt 普降
uoce 普通
uocl 判断能力
uodg 卷烟厂
uoey 普及
uog 普
uogj 普
uogn 痴迷不悟
uogt 产业政策
uoif 普法
uojv 普照
uolw 产业界
uomq 商业网
uonn 商业局
uont 商业性
uoo 痰
uooi 痰
uopg 资料完整
uopk 意料之中
uork 塑料制品
uosj 普查
uotf 普选
uotx 商业系统
uouk 商业部
uouu 商业部门
uov 瘘
uovd 瘘
uowo 商业企业
uowu 产业信息部
uowx 产业化
uoxs 产业结构
uoyl 资料库
uoyn 普遍
uoyq 养精畜锐
uoyw 资料齐全
up 帝
upce 旁通
upcm 旁观
upfa 冲突地区
upfu 亲密无间
upgg 帝王
upif 竞赛活动
upkr 旁听
uplg 帝国
uplp 旁边
upm 帝
upmh 帝
upmk 啻
upnt 兼容性
upqf 新安镇
upsc 决赛权
upte 音容笑貌
upti 差额选举
upuj 问寒问暖
upwe 决定作用
upwf 新社会
upxt 遵守纪律
upy 旁
upyb 旁
upyg 旁证
uq 交
uqa 阍
uqaa 交工
uqad 奖项
uqad 将其
uqaj 阍
uqap 效劳
uqaq 郊区
uqau 冶金工业部
uqb 郊
uqbb 冲锋陷阵
uqbf 交际
uqbh 郊
uqbm 交出
uqce 交通
uqce 效能
uqcl 竞争能力
uqcw 效验
uqcy 交叉
uqd 奖
uqdd 奖励
uqde 将有
uqdg 关键在于
uqdl 资历
uqdu 奖
uqdy 姿态
uqeg 资助
uqet 效用
uqet 盗用
uqf 将
uqff 交款
uqfg 将士
uqfn 盗卖
uqft 竞争者
uqfu 净增
uqfw 交替
uqfy 将
uqg 癣
uqga 闻名于世
uqgd 癣
uqgf 次于
uqgf 将于
uqgg 阎王
uqgi 交还
uqgk 交融
uqgo 将来
uqgy 交班
uqhk 交点
uqhk 交战
uqi 浆
uqic 门外汉
uqid 资源
uqif 效法
uqih 交涉
uqio 交淡
uqip 奖赏
uqip 资深
uqiu 浆
uqiy 交流
uqiy 郊游
uqj 阄
uqjg 产销量
uqjj 次日
uqjn 阄
uqjq 交易
uqjs 效果
uqjy 关键时刻
uqkh 效忠
uqkk 奖品
uqkk 瓷器
uqkq 闻名中外
uqlk 交加
uqlt 效力
uqlw 交界
uqly 奖罚
uqm 痪
uqmd 痪
uqmf 资财
uqml 资金周转
uqn 疱
uqng 交情
uqnt 关键性
uqnt 竞争性
uqnt 斗争性
uqnv 疱
uqny 交心
uqog 养猪业
uqoo 交火
uqou 资料
uqov 次数
uqpf 立锥之地
uqpl 将军
uqpp 次之
uqpr 新鲜空气
uqpu 背包袱
uqpw 盗窃
uqqa 交错
uqqg 交钱
uqqh 郊外
uqqi 资金外流
uqqq 资金
uqqq 奖金
uqqt 交锋
uqrd 关键所在
uqrp 将近
uqrq 交换
uqrt 交手
uqru 交接
uqrv 姿势
uqs 桨
uqsc 盗权
uqsd 交椅
uqsg 资本
uqsg 奖杯
uqsg 酱
uqsr 竞争机制
uqst 资格
uqsu 桨
uqsv 次要
uqsv 将要
uqsw 冲锋枪
uqt 效
uqtg 奖惩
uqtg 净重
uqth 奖牌
uqth 盗版
uqti 弊多利少
uqtj 净利
uqtl 资金积累
uqtr 资金短缺
uqtu 交税
uqty 交往
uqu 交
uqud 奖券
uqud 奖状
uquj 奖章
uquk 冶金部
uqun 闹独立性
uqup 关贸总协定
uquq 毅然决然
uqut 资产
uquw 效益
uqv 净
uqvd 阎
uqvh 净
uqw 次
uqwa 交代
uqwc 交公
uqwe 关键作用
uqwf 交付
uqwf 净值
uqwk 咨
uqwl 盗
uqwm 资
uqwn 瓷
uqwn 恣
uqwo 粢
uqwt 关键人物
uqwu 善解人意
uqwv 姿
uqwx 净化
uqwx 交货
uqwy 将领
uqwy 效仿
uqxj 交费
uqxk 交织
uqxm 交纳
uqxw 交给
uqy 疚
uqyc 次序
uqyi 效应
uqyi 将就
uqyl 瘤
uqyn 新名词
uqyo 交谈
uqyp 交谊
uqyq 咨询
uqyt 关键设备
uqyx 效率
uqyy 资方
ur 瓣
urau 总后勤部
uraw 善后工作
urc 瓣
urcu 瓣
urdd 前后左右
ureg 意气用事
urfd 前所未有
urfu 前所未闻
urfu 闻所未闻
urgh 前提下
urgr 总的形势
urgy 总的来说
urmn 意气风发
urng 逆反心理
urqj 新气象
urrp 总指挥
urru 总指挥部
ursa 新技术开发区
ursm 交换机
ursw 新技术革命
ursy 新技术
urtg 善后处理
urtj 养兵千日用兵一时
urud 竞技状态
urug 冷热病
urum 交换意见
uruq 总投资
urwa 交接仪式
urwg 半斤八两
urwn 总揽全局
urww 辩护人
uryg 总的说来
uryr 间接调控
urys 痛失良机
us 亲
usaa 新式
usac 单枪匹马
usad 奠基
usae 闲散
usal 新苗
usaq 尊敬
usav 亲切
usax 新药
usbk 闲职
usbq 闲聊
usdc 亲友
usdh 亲戚
usdl 亲历
usds 新奇
usdw 新春
usee 亲朋
useg 新县
usep 亲爱
usf 瘭
usfd 新城
usfh 新址
usfi 瘭
usfu 新增
usg 尊
usga 新型
usgd 奠
usgd 猷
usgf 尊
usgf 酋
usgg 亲王
usgh 新政
usgk 新事
usgk 闲事
usgo 尊严
usgp 遵
usgp 遒
ushv 亲眼
usi 闲
usif 新潮
usij 交相辉映
usir 新沂
usiw 新兴
usjg 尊师
usjn 闲暇
usjt 新星
usjv 遵照
usk 疔
uskd 疴
uskh 尊贵
uskk 新品
uslf 闲置
uslw 新办
usmq 新风
usna 新异
usnd 新居
usnn 新书
usnt 亲属
usny 闲心
usou 新材料
uspe 资本家
uspf 遵守
uspg 奠定
uspj 装机容量
uspn 亲密
uspv 新安
usq 鹇
usqg 新鲜
usqg 鹇
usqn 美术馆
usr 新
usrg 新兵
usrh 新年
usrj 前松后紧
usrp 亲近
usrp 新近
usrt 亲手
usrt 新手
usrv 亲热
usrv 新招
ussf 新村
ussw 半机械化
usta 尊长
uste 新秀
ustg 尊重
ustg 亲生
ustg 新生
usth 亲自
ustm 亲身
ustr 遵循
ustt 亲笔
ustw 首要条件
usu 亲
usub 新闻
usud 亲眷
usuf 新装
usuj 新意
usvf 新建
usvq 新婚
usvs 闲杂
usvy 新娘
usw 凇
uswb 首要分子
uswc 凇
uswf 新会
uswg 遵命
usws 装模作样
uswt 新作
uswt 新任
usww 遵从
usww 闲人
usww 亲人
usww 新人
uswx 新华
uswy 亲信
usxf 新疆
usxg 装配线
usxt 新颖
usxy 新编
usyn 新房
usyo 闲谈
usyp 资本主义国家
usyq 遵义
usyt 闲话
usyv 新郎
usyy 资本主义
ut 产
utad 疾苦
utag 郑重其事
utaq 产区
utaw 准备工作
utbb 闹乱子
utbc 亲自出马
utbm 产出
utcb 疾驰
utck 疾驶
utcm 道德观
utcw 道德观念
utd 疾
utdg 头等大事
utdi 疾
utdk 痴
utdm 首页
ute 产
utec 瘢
utek 站稳脚跟
utel 头重脚轻
utem 颜
utep 疼爱
uter 彦
utey 首脑
utf 冼
utfa 道德规范
utfb 产地
utfc 半自动
utfn 首场
utfq 冼
utft 首都
utfw 半自动化
utfy 道德教育
utgf 疲惫不堪
utgh 阁下
utgi 关系正常
utgj 道理
utgo 首恶
utgp 尊重事实
utgt 新生事物
utgw 关系正常化
uth 首
uthf 首
uthf 痄
uthg 馘
uthp 道
uthx 瘪
utii 六盘水
utim 产油
utit 新生活
utj 痢
utjg 产量
utjk 痢
utjm 首映
utjx 关系紧张
utk 阁
utkd 阁
utkh 道路
utkk 产品
utkr 道德品质
utkt 疾呼
utlj 新生力量
utlw 首轮
utmf 道德败坏
utmi 道德风尚
utmj 立竿见影
utmq 关系网
utn 疙
utng 痴情
utnm 首届
utnn 意向书
utnt 首尾
utnv 疙
utny 痴心
utog 产业
utoy 产粮
utpa 关系密切
utpe 首家
utpg 首富
utpp 尊重客观事实
utpu 羊毛衫
utqc 颜色
utqg 送往迎来
utqi 产销
utqm 首钢
utqn 首饰
utqt 首犯
utrf 新科技
utrg 产后
utrw 首推
utrx 首批
utry 奖惩制度
utsc 产权
utsh 首相
utst 首枚
utsv 首要
utta 首长
uttf 首先
uttf 道德
uttg 产生
uttr 产物
utty 尊重知识
utu 疼
utua 疙瘩
